source_system,prod_date,shift_code,machine_id,operator_id,product_code,batch_id,planned_units,good_units,downtime_min,changeover_min,overtime_min,speed_rpm,pressure_bar,vibration_mm_s,oil_temp_c,torque_nm,ambient_temp_c,ambient_humidity_pct,actual_cycle_time_sec,scrap_pct,rework_min,defect_flag
MES,10-06-2025,c,MCH-010,OP-0097,ACP-116,LOT-164712,90,81,13,30,0,3208,8,3,70,32,37,46,90,8,20,1
MES,26-11-2025,A,MCH-009,OP-0088,ACP-103,LOT-731260,122,114,63,10,7,1875,9,3,59,70,30,68,37,1,8,0
MES,17-11-2025,C,MCH-003,OP-0139,ACP-111,LOT-476708,123,114,39,22,62,2325,10,5,61,74,30,49,87,3,44,1
MES,12-01-2026,B,MCH-022,OP-0008,ACP-113,LOT-154776,110,103,10,14,0,3375,11,4,79,59,26,39,72,5,40,1
MES,24-07-2025,B,MCH-001,OP-0020,ACP-113,LOT-103179,51,45,17,31,59,3432,10,2,54,59,34,55,68,7,35,1
MES,02-09-2025,C,MCH-013,OP-0075,ACP-120,LOT-586071,120,117,23,20,0,3497,11,,72,49,38,70,116,0,5,0
MES,28-01-2026,A,MCH-001,OP-0086,ACP-113,LOT-699630,122,119,7,13,0,3468,10,3,65,52,25,75,69,2,15,0
MES,31-10-2025,C,MCH-016,OP-0142,ACP-114,LOT-592594,92,90,11,10,0,1095,10,1,59,60,39,47,54,0,7,0
MES,23-08-2025,B,MCH-020,OP-0110,ACP-101,LOT-748402,95,92,17,12,26,2869,9,3,86,60,37,40,74,1,0,0
MES,01-09-2025,C,MCH-015,OP-0027,ACP-102,LOT-781076,111,105,16,5,48,3339,11,5,59,61,32,67,73,3,0,0
MES,11-09-2025,A,MCH-014,OP-0177,ACP-113,LOT-884768,95,88,43,2,67,1794,11,1,58,60,25,58,81,2,21,0
MES,28-10-2025,B,MCH-019,OP-0083,ACP-119,LOT-984379,74,60,58,15,64,3470,10,3,66,63,32,55,97,10,4,1
MES,31-08-2025,B,MCH-022,OP-0174,ACP-108,LOT-896313,104,101,8,7,52,3423,10,3,61,61,32,78,38,2,5,0
MES,11-11-2025,B,MCH-019,OP-0179,ACP-113,LOT-816178,111,106,7,7,0,3307,12,3,68,40,38,67,65,4,13,0
MES,04-10-2025,A,MCH-006,OP-0010,ACP-105,LOT-487874,57,52,27,11,0,2383,10,2,69,62,36,78,98,3,0,0
MES,09-11-2025,A,MCH-013,OP-0092,ACP-110,LOT-553409,102,93,54,13,50,3603,10,1,70,74,39,84,58,2,0,0
MES,03-08-2025,C,MCH-019,OP-0076,ACP-116,LOT-654440,59,58,9,12,72,3303,10,1,,52,38,76,83,0,0,0
MES,12-11-2025,A,MCH-007,OP-0090,ACP-114,LOT-252507,93,84,37,29,0,3891,10,5,62,70,31,59,44,4,36,1
MES,15-01-2026,C,MCH-015,OP-0056,ACP-103,LOT-709885,54,53,0,19,67,3530,9,2,74,41,30,42,40,1,22,0
MES,30-07-2025,C,MCH-001,OP-0101,ACP-118,LOT-629434,129,125,19,33,0,3323,10,3,67,52,38,48,68,1,0,0
MES,09-09-2025,A,MCH-020,OP-0089,ACP-119,LOT-568175,101,98,8,8,36,3137,10,6,64,44,30,73,80,2,11,0
MES,27-11-2025,A,MCH-014,OP-0034,ACP-110,LOT-850868,84,80,18,20,18,1751,12,2,81,69,36,77,63,3,36,1
MES,10-11-2025,B,MCH-017,OP-0052,ACP-107,LOT-718448,87,81,15,8,15,3491,11,4,67,72,31,53,63,5,29,1
MES,23-11-2025,A,MCH-019,OP-0027,ACP-111,LOT-939171,97,92,31,6,23,3397,9,4,78,51,34,74,105,1,0,0
MES,29-10-2025,B,MCH-005,OP-0152,ACP-117,LOT-978859,55,47,57,34,0,3407,11,4,79,66,32,74,77,2,25,0
MES,24-11-2025,B,MCH-010,OP-0122,ACP-110,LOT-842778,88,83,9,4,38,3194,10,2,80,72,38,52,55,5,41,1
MES,09-11-2025,B,MCH-019,OP-0070,ACP-101,LOT-368116,105,100,26,10,24,3328,11,2,74,52,39,84,88,1,8,0
MES,16-07-2025,B,MCH-004,OP-0072,ACP-102,LOT-270071,67,64,14,5,55,3357,9,3,68,54,26,82,82,2,1,0
MES,09-12-2025,B,MCH-019,OP-0015,ACP-117,LOT-369379,85,81,25,8,78,3428,10,5,67,61,26,38,65,2,14,0
MES,05-10-2025,B,MCH-007,OP-0053,ACP-116,LOT-741317,73,69,22,3,26,3959,10,2,66,42,33,77,77,2,13,0
MES,12-07-2025,A,MCH-013,OP-0167,ACP-116,LOT-877864,58,56,15,3,0,3658,10,3,49,53,27,51,68,1,0,0
MES,26-09-2025,B,MCH-012,OP-0006,ACP-103,LOT-892138,128,120,51,12,0,1544,9,4,75,78,26,77,42,1,0,0
MES,02-10-2025,C,MCH-016,OP-0027,ACP-104,LOT-715583,95,88,21,9,81,1163,10,4,70,46,33,46,75,5,0,0
MES,19-07-2025,B,MCH-019,OP-0153,ACP-108,LOT-712914,78,75,16,24,77,3583,10,4,75,62,36,50,41,1,8,0
MES,31-01-2026,B,MCH-008,OP-0094,ACP-105,LOT-956743,73,73,1,7,53,1775,11,2,67,58,31,47,84,0,12,0
MES,17-08-2025,A,MCH-004,OP-0006,ACP-108,LOT-717176,102,97,20,11,24,3686,10,2,74,50,39,64,37,3,3,0
MES,10-09-2025,A,MCH-010,OP-0089,ACP-112,LOT-226876,54,49,25,9,51,2878,9,3,56,55,25,40,58,4,37,1
MES,03-10-2025,A,MCH-014,OP-0135,ACP-106,LOT-550145,93,88,23,20,68,1636,11,5,58,73,27,81,60,3,21,0
MES,26-12-2025,A,MCH-017,OP-0063,ACP-103,LOT-422808,64,62,5,16,0,3426,9,3,46,59,35,59,38,2,14,0
MES,07-12-2025,C,MCH-017,OP-0069,ACP-109,LOT-673277,120,108,17,24,23,3908,11,3,67,61,37,55,79,8,58,1
MES,13-12-2025,A,MCH-008,OP-0114,ACP-115,LOT-672250,111,103,15,8,0,2196,11,2,61,71,28,72,48,5,13,1
MES,20-08-2025,C,MCH-021,OP-0108,ACP-113,LOT-364942,109,106,4,7,17,2654,11,5,60,49,28,45,72,2,10,0
MES,29-12-2025,A,MCH-002,OP-0163,ACP-107,LOT-369727,57,55,1,16,76,3688,10,3,71,39,36,45,60,4,8,0
MES,26-12-2025,A,MCH-003 ,OP-0045,ACP-107,LOT-179928,51,48,27,22,60,2222,9,4,64,73,35,59,73,0,0,0
MES,08-10-2025,B,MCH-001,OP-0050,ACP-112,LOT-363925,83,79,13,20,27,3460,10,3,55,54,29,78,60,3,28,1
MES,26-10-2025,A,MCH-021,OP-0028,ACP-104,LOT-844942,75,74,5,15,0,2490,10,3,91,63,26,60,93,1,4,0
MES,08-07-2025,C,MCH-004,OP-0120,ACP-117,LOT-689617,106,106,1,14,0,3394,9,1,68,43,33,77,69,0,0,0
MES,11-12-2025,C,MCH-014,OP-0097,ACP-118,LOT-948828,105,102,15,12,26,1777,11,1,58,57,26,48,71,2,0,0
MES,23-01-2026,C,MCH-018,OP-0063,ACP-101,LOT-933686,78,72,38,16,14,3405,10,5,62,39,33,71,76,1,2,0
MES,10-10-2025,A,MCH-017,OP-0126,ACP-120,LOT-871139,58,53,23,32,23,3674,9,3,66,53,27,66,100,4,11,0
MES,25-10-2025,C,MCH-021,OP-0068,ACP-101,LOT-261717,72,66,13,10,30,2309,12,3,66,44,27,60,79,6,28,1
MES,16-10-2025,A,MCH-002,OP-0036,ACP-110,LOT-400521,87,82,25,8,3,3636,10,2,80,42,27,57,63,2,2,0
MES,18-07-2025,C,MCH-009,OP-0098,ACP-114,LOT-151735,66,57,48,8,22,1795,9,2,67,48,30,63,63,4,58,1
MES,11-11-2025,B,MCH-012,OP-0079,ACP-107,LOT-184177,72,67,29,16,17,1553,9,4,85,25,38,67,62,2,13,1
MES,03-12-2025,A,MCH-016,OP-0073,ACP-105,LOT-307955,65,60,24,9,0,1216,11,5,64,38,26,38,94,3,8,0
MES,16-01-2026,A,MCH-014,OP-0081,ACP-101,LOT-352124,50,44,32,11,87,1663,12,,72,61,28,76,83,4,9,0
MES,16-01-2026,A,MCH-013,OP-0165,ACP-115,LOT-113851,96,94,15,21,5,3654,11,4,77,56,28,76,50,1,9,0
MES,14-10-2025,A,MCH-007,OP-0039,ACP-101,LOT-858550,129,120,22,7,0,3775,11,3,79,39,36,82,76,4,2,0
MES,23-01-2026,C,MCH-003,OP-0050,ACP-110,LOT-574304,125,123,7,14,84,2372,11,3,80,59,33,71,56,1,0,0
MES,22-10-2025,C,MCH-010,OP-0102,ACP-108,LOT-690232,123,120,16,33,0,3106,10,5,66,42,35,49,37,1,18,0
MES,16-11-2025,C,MCH-006,OP-0009,ACP-120,LOT-688199,101,95,26,15,53,2297,10,3,68,61,36,79,90,3,0,0
MES,07-11-2025,A,MCH-013,OP-0027,ACP-119,LOT-970023,108,102,26,10,0,3482,10,5,46,51,34,71,88,3,0,0
MES,31-01-2026,B,MCH-018,OP-0102,ACP-117,LOT-232598,50,46,12,2,42,3490,11,4,66,48,31,47,67,6,22,1
MES,06-12-2025,A,MCH-013,OP-0092,ACP-115,LOT-408412,62,54,41,10,20,3573,9,3,78,51,35,37,46,5,31,1
MES,26-07-2025,B,MCH-013,OP-0118,ACP-111,LOT-377543,105,96,2,4,57,3511,11,5,76,83,31,69,93,8,77,1
MES,16-07-2025,A,MCH-001,OP-0021,ACP-107,LOT-596324,129,125,21,13,15,3711,11,3,67,43,26,82,66,1,4,0
MES,27-09-2025,A,MCH-015,OP-0154,ACP-104,LOT-573569,122,119,3,9,0,3617,10,3,83,55,25,55,83,2,15,0
MES,19-10-2025,B,MCH-010,OP-0088,ACP-120,LOT-811033,98,92,16,24,31,3120,9,5,65,61,34,72,93,5,10,0
MES,21-11-2025,A,MCH-003,OP-0028,ACP-108,LOT-604574,54,51,25,1,9,2473,10,5,62,41,29,79,40,0,3,0
MES,12-10-2025,B,MCH-005,OP-0057,ACP-109,LOT-310592,127,125,2,10,0,3459,9,,64,33,38,41,83,2,15,0
MES,19-10-2025,B,MCH-018,OP-0041,ACP-103,LOT-608259,72,62,40,14,1,3411,8,2,58,45,34,72,44,7,24,1
MES,15-01-2026,A,MCH-021,OP-0082,ACP-106,LOT-967680,48,42,39,15,122,2520,11,4,74,61,30,42,66,3,3,0
MES,10-09-2025,C,MCH-012,OP-0085,ACP-113,LOT-620976,110,106,2,14,0,1486,9,3,71,48,25,40,74,3,10,0
MES,15-10-2025,B,MCH-022,OP-0079,ACP-109,LOT-633157,59,59,0,12,30,3313,10,3,74,49,32,71,75,0,8,0
MES,28-10-2025,C,MCH-004,OP-0083,ACP-112,LOT-258399,70,64,30,13,13,3450,9,4,64,63,32,55,65,3,1,0
MES,09-10-2025,B,MCH-007,OP-0164,ACP-105,LOT-107107,102,95,40,11,86,3747,11,3,68,42,25,50,85,2,0,0
MES,25-01-2026,C,MCH-021,OP-0173,ACP-102,LOT-288628,127,117,26,21,0,2487,11,4,48,51,38,52,66,5,6,0
MES,23-01-2026,C,MCH-004,OP-0089,ACP-118,LOT-122637,122,115,24,19,26,4076,10,3,71,34,33,71,63,3,0,0
MES,19-10-2025,C,MCH-015,OP-0174,ACP-109,LOT-507025,58,50,30,14,46,3422,9,5,69,56,34,72,76,7,51,1
MES,05-10-2025,B,MCH-005,OP-0148,ACP-108,LOT-893993,59,57,6,15,16,3265,9,4,58,55,33,77,38,3,3,0
MES,04-11-2025,A,MCH-008,OP-0148,ACP-106,LOT-502069,113,105,42,26,0,1858,10,4,67,62,25,44,77,2,0,0
MES,08-08-2025,A,MCH-011,OP-0041,ACP-114,LOT-680752,71,58,84,24,21,3166,10,4,66,38,25,57,53,3,4,0
MES,30-09-2025,B,MCH-008,OP-0079,ACP-112,LOT-870060,51,47,13,15,11,2161,10,,84,50,38,67,49,5,44,1
MES,16-08-2025,A,MCH-020,OP-0064,ACP-108,LOT-786764,94,89,9,34,11,3021,10,4,58,37,25,35,40,4,12,0
MES,31-07-2025,A,MCH-022,OP-0018,ACP-119,LOT-685561,100,99,7,6,55,3461,11,3,71,49,25,81,86,0,9,0
MES,21-07-2025,A,MCH-012,OP-0014,ACP-119,LOT-805613,129,123,20,0,36,1647,10,4,58,70,25,45,102,2,23,0
MES,04-11-2025,B,MCH-012,OP-0113,ACP-104,LOT-352506,86,85,3,12,41,1571,10,3,63,48,25,44,79,1,7,0
MES,01-07-2025,A,MCH-002,OP-0076,ACP-113,LOT-478413,112,109,2,8,34,3574,9,5,71,36,24,55,70,2,1,0
MES,16-11-2025,B,MCH-006,OP-0149,ACP-120,LOT-459092,90,86,9,13,56,2336,13,4,66,44,36,79,105,4,5,0
MES,01-10-2025,C,MCH-001,OP-0121,ACP-110,LOT-818749,123,120,27,6,68,3587,9,2,68,33,32,74,62,0,11,0
MES,17-09-2025,C,MCH-019,OP-0016,ACP-101,LOT-467898,86,83,14,15,12,3541,10,6,71,37,26,80,70,2,14,0
MES,13-12-2025,A,MCH-006,OP-0151,ACP-103,LOT-943778,102,102,1,11,51,2235,10,1,64,60,28,72,36,0,17,0
MES,24-10-2025,B,MCH-008,OP-0090,ACP-114,LOT-267954,126,123,3,4,0,2005,9,4,76,35,38,47,46,2,0,0
MES,05-12-2025,B,MCH-019,OP-0102,ACP-119,LOT-254953,119,118,9,12,0,3821,10,2,65,56,33,78,117,0,16,0
MES,30-11-2025,B,MCH-016,OP-0174,ACP-103,LOT-744550,79,77,4,13,86,1213,10,5,67,52,31,71,37,2,6,0
MES,07-07-2025,B,MCH-014,OP-0116,ACP-111,LOT-787721,88,86,2,19,10,1841,9,3,71,46,30,75,99,2,0,0
MES,16-08-2025,A,MCH-001,OP-0005,ACP-110,LOT-711130,95,83,32,6,31,3528,10,2,70,55,25,35,56,9,33,1
MES,31-10-2025,C,MCH-013,OP-0032,ACP-106,LOT-377012,55,51,13,21,0,3675,8,3,74,41,39,47,61,4,16,0
MES,26-01-2026,A,MCH-013,OP-0077,ACP-113,LOT-108217,64,60,21,1,0,3644,12,2,71,62,36,58,72,2,10,0
MES,03-08-2025,C,MCH-008,OP-0007,ACP-118,LOT-389343,105,96,41,7,0,2115,11,3,72,44,38,76,69,3,0,0
MES,23-07-2025,B,MCH-017,OP-0031,ACP-105,LOT-519966,51,44,27,29,45,3647,11,3,65,47,37,83,95,7,9,1
MES,19-01-2026,A,MCH-021,OP-0143,ACP-102,LOT-471478,96,94,12,2,4,2596,8,2,58,46,32,67,77,1,0,0
MES,24-01-2026,C,MCH-006,OP-0026,ACP-108,LOT-929842,86,80,10,5,10,2233,9,3,55,60,37,57,37,6,19,1
MES,08-05-2025,A,MCH-008,OP-0031,ACP-107,LOT-877346,86,84,1,1,0,2063,11,4,53,59,38,49,57,2,7,0
MES,25-09-2025,C,MCH-008,OP-0091,ACP-115,LOT-797531,116,107,33,4,63,2016,14,2,84,21,25,46,44,4,10,1
MES,12-11-2025,B,MCH-019,OP-0017,ACP-111,LOT-119850,68,65,10,13,52,3416,11,1,48,55,31,59,72,3,3,0
MES,11-08-2025,A,MCH-002,OP-0047,ACP-101,LOT-214674,112,108,16,19,5,4117,,3,79,31,32,74,77,2,17,0
MES,09-09-2025,A,MCH-020,OP-0169,ACP-107,LOT-490533,111,109,14,12,46,2884,10,4,61,48,30,73,66,0,19,0
MES,23-09-2025,C,MCH-018,OP-0114,ACP-115,LOT-659516,129,126,15,9,13,3659,9,4,79,51,39,82,44,1,18,0
MES,15-11-2025,A,MCH-011,OP-0174,ACP-110,LOT-712042,114,103,49,0,10,2914,11,4,48,48,34,56,52,4,0,0
MES,05-09-2025,C,MCH-013,OP-0064,ACP-112,LOT-366655,88,82,33,5,20,3648,9,5,66,58,31,55,61,3,19,0
MES,27-09-2025,a,MCH-020,OP-0111,ACP-106,LOT-199373,75,70,2,4,45,3540,8,4,81,61,25,55,64,7,38,1
MES,01-09-2025,B,MCH-017,OP-0043,ACP-107,LOT-395350,111,106,22,19,0,3345,8,6,74,43,32,67,65,2,7,0
MES,11-12-2025,A,MCH-007,OP-0069,ACP-103,LOT-813027,123,117,39,20,40,3675,11,7,65,42,26,48,40,1,14,0
MES,02-08-2025,C,MCH-002,OP-0032,ACP-102,LOT-987911,68,66,19,12,109,3619,10,1,51,52,29,69,73,0,12,0
MES,19-08-2025,C,MCH-015,OP-0150,ACP-101,LOT-947711,76,67,52,16,28,3389,10,0,56,34,27,37,75,4,0,0
MES,23-08-2025,A,MCH-004,OP-0034,ACP-113,LOT-633910,87,74,82,21,23,3701,10,3,81,46,37,40,70,3,1,0
MES,11-01-2026,A,MCH-002,OP-0037,ACP-104,LOT-181841,54,49,15,13,19,3523,9,4,65,68,28,41,69,6,25,1
MES,20-01-2026,B ,MCH-022,OP-0084,ACP-112,LOT-970948,71,66,5,26,39,3357,9,3,67,34,34,79,60,6,26,1
MES,16-10-2025,B,MCH-011,OP-0078,ACP-120,LOT-237653,59,56,4,2,0,2841,9,4,71,48,27,57,96,4,14,0
MES,03-08-2025,C,MCH-015,OP-0057,ACP-114,LOT-341466,110,104,31,9,82,3215,8,3,56,45,38,76,54,2,18,0
MES,10-12-2025,B,MCH-005,OP-0065,ACP-112,LOT-976686,87,80,46,7,56,3608,9,2,72,76,38,73,71,2,6,0
MES,14-10-2025,B,MCH-003,OP-0054,ACP-103,LOT-553495,96,93,10,19,0,2258,9,2,64,46,36,82,41,1,8,0
MES,30-12-2025,A,MCH-002,OP-0165,ACP-110,LOT-278069,51,44,37,2,23,3903,10,3,,46,35,79,58,5,38,1
MES,16-09-2025,A,MCH-008,OP-0105,ACP-118,LOT-551897,93,82,42,27,2,1865,11,4,63,40,25,75,74,6,49,1
MES,31-01-2026,A,MCH-001,OP-0166,ACP-108,LOT-171045,106,105,6,18,32,3251,8,3,54,52,31,47,46,0,15,0
MES,21-12-2025,C,MCH-010,OP-0178,ACP-117,LOT-384112,103,100,3,30,24,3249,9,3,64,55,26,83,69,2,0,0
MES,18-08-2025,B,MCH-008,OP-0118,ACP-115,LOT-956972,112,101,56,12,30,1962,12,4,74,41,29,85,40,4,10,0
MES,03-12-2025,B,MCH-012,OP-0149,ACP-106,LOT-368710,54,51,17,7,0,1464,9,3,72,64,26,38,70,2,6,0
MES,31-08-2025,C,MCH-013,OP-0020,ACP-103,LOT-903359,91,87,4,19,5,4001,10,4,68,55,32,78,37,4,0,0
MES,14-09-2025,A,MCH-007,OP-0171,ACP-101,LOT-588643,85,81,5,22,62,3621,10,2,76,62,38,58,65,4,2,0
MES,23-08-2025,A,MCH-011,OP-0087,ACP-106,LOT-690152,120,114,15,5,3,3017,11,2,66,48,37,40,78,3,21,0
MES,24-11-2025,A,MCH-002,OP-0129,ACP-107,LOT-732695,103,95,51,8,0,3583,10,3,69,55,38,52,75,1,0,0
MES,26-08-2025,C,MCH-007,OP-0045,ACP-114,LOT-596287,126,113,33,6,17,3954,9,4,64,49,39,54,51,7,34,1
MES,15-11-2025,C,MCH-022,OP-0018,ACP-112,LOT-130869,47,40,22,15,106,3325,10,2,77,70,34,56,56,9,51,1
MES,03-11-2025,B,MCH-022,OP-0160,ACP-110,LOT-927308,83,75,53,27,52,3112,10,5,71,53,30,61,60,2,0,0
MES,09-12-2025,A,MCH-011,OP-0081,ACP-115,LOT-527521,104,96,49,1,2,2997,10,5,63,52,26,38,45,2,2,0
MES,30-01-2026,A,MCH-021,OP-0025,ACP-116,LOT-689967,52,45,25,9,20,2532,8,2,55,47,31,43,83,6,17,1
MES,02-07-2025,B,MCH-012,OP-0119,ACP-115,LOT-598490,100,84,79,9,46,1647,11,5,78,46,32,63,46,6,9,0
MES,29-01-2026,B,MCH-003,OP-0010,ACP-118,LOT-692556,64,61,13,31,0,2309,11,0,61,55,24,48,68,2,5,0
MES,24-07-2025,C,MCH-020,OP-0082,ACP-108,LOT-419226,51,41,42,35,0,3452,9,4,69,62,34,55,35,9,24,1
MES,22-10-2025,C,MCH-010,OP-0127,ACP-117,LOT-859316,100,98,9,16,36,3059,9,2,89,44,35,49,73,1,10,0
MES,12-09-2025,B,MCH-014,OP-0130,ACP-109,LOT-301885,81,70,38,21,78,1762,10,4,75,54,36,45,94,8,39,1
MES,15-11-2025,C,MCH-015,OP-0082,ACP-104,LOT-687920,79,76,13,21,7,3332,9,2,83,54,34,56,81,2,11,0
MES,03-12-2025,C,MCH-007,OP-0067,ACP-103,LOT-620120,72,67,28,1,77,3563,8,3,63,56,26,38,41,2,13,0
MES,01-01-2026,B,MCH-017,OP-0151,ACP-102,LOT-553308,103,94,71,19,0,3361,9,2,78,32,31,53,77,0,0,0
MES,25-09-2025,B,MCH-012,OP-0034,ACP-120,LOT-119770,97,88,39,2,0,1508,9,3,68,41,25,46,95,4,14,0
MES,17-01-2026,C,MCH-009,OP-0014,ACP-104,LOT-450748,101,93,29,10,48,1840,8,5,71,36,35,64,95,4,4,0
MES,08-09-2025,A,MCH-007,OP-0029,ACP-117,LOT-142794,111,106,1,23,41,3626,10,3,86,52,29,72,60,4,19,1
MES,13-08-2025,C,MCH-017,OP-0145,ACP-116,LOT-552820,96,90,22,13,48,3643,11,6,66,41,33,54,91,4,10,0
MES,20-09-2025,A,MCH-006,OP-0085,ACP-109,LOT-718983,51,50,4,23,46,2222,11,3,68,46,27,49,84,0,21,0
MES,22-10-2025,B,MCH-003,OP-0007,ACP-119,LOT-570230,58,50,38,25,29,2343,10,5,60,38,35,49,86,6,42,1
MES,21-11-2025,C,MCH-020,OP-0031,ACP-119,LOT-781345,129,122,37,6,13,3067,8,1,76,47,29,79,114,2,3,0
MES,27-12-2025,B,MCH-008,OP-0006,ACP-119,LOT-424748,69,62,14,10,14,2125,11,3,63,39,25,58,115,8,14,1
MES,18-08-2025,B,MCH-015,OP-0147,ACP-110,LOT-375525,81,72,55,24,6,3581,10,2,77,61,29,85,58,3,0,0
MES,04-09-2025,B,MCH-016,OP-0084,ACP-106,LOT-503306,77,68,52,24,8,1191,10,5,53,58,35,56,71,4,13,0
MES,18-01-2026,A,MCH-019,OP-0013,ACP-101,LOT-306218,129,121,21,15,0,3216,12,3,73,54,38,74,75,4,0,0
MES,03-10-2025,A,MCH-014,OP-0040,ACP-117,LOT-821683,115,109,30,16,0,1660,9,1,62,48,27,81,66,2,12,0
MES,21-08-2025,A,MCH-016,OP-0111,ACP-118,LOT-828755,86,84,5,21,16,1119,7,2,75,28,39,61,63,2,4,0
MES,28-01-2026,B,MCH-019,OP-0107,ACP-111,LOT-474861,102,100,12,21,0,3702,9,2,68,47,25,75,80,1,0,0
MES,05-10-2025,B,MCH-021,OP-0148,ACP-102,LOT-813304,91,89,6,9,0,2631,10,4,63,43,33,77,83,2,18,0
MES,28-01-2026,A,MCH-002,OP-0005,ACP-117,LOT-123003,99,93,8,22,10,3463,10,4,65,55,25,75,68,5,0,0
MES,14-01-2026,C,MCH-017,OP-0013,ACP-106,LOT-239304,126,120,16,9,18,3417,8,3,60,59,29,39,68,3,5,0
MES,11-01-2026,B,MCH-004,OP-0007,ACP-111,LOT-354717,102,99,19,14,11,3393,8,2,76,56,28,41,84,1,8,0
MES,03-11-2025,c,MCH-020,OP-0071,ACP-114,LOT-449128,54,48,31,14,0,2989,9,4,59,67,30,61,56,4,0,0
MES,19-12-2025,B,MCH-002,OP-0131,ACP-103,LOT-308567,87,80,41,3,76,3707,8,2,66,45,29,47,36,3,10,0
MES,23-01-2026,A,MCH-006,OP-0120,ACP-102,LOT-560970,114,108,18,5,0,2281,10,4,71,45,33,71,67,3,1,0
MES,27-08-2025,C,MCH-005,OP-0038,ACP-102,LOT-814223,48,41,41,34,0,4038,9,4,83,65,37,44,65,3,4,0
MES,09-07-2025,B,MCH-014,OP-0119,ACP-120,LOT-510610,75,71,12,3,0,1875,9,3,68,54,25,85,106,3,17,0
MES,07-09-2025,A,MCH-001,OP-0119,ACP-120,LOT-504363,62,58,13,16,67,3662,9,4,66,49,30,47,81,4,46,1
MES,14-11-2025,C,MCH-001,OP-0035,ACP-109,LOT-153907,106,95,5,18,37,3551,10,3,71,74,36,40,76,10,8,1
MES,26-10-2025,C,MCH-012,OP-0135,ACP-109,LOT-352279,56,50,50,12,5,1552,10,4,49,59,26,60,70,0,5,0
MES,18-07-2025,C,MCH-022,OP-0077,ACP-109,LOT-826530,98,86,36,19,3,3348,10,2,57,50,30,63,78,8,50,1
MES,29-10-2025,C,MCH-012,OP-0011,ACP-108,LOT-829633,50,48,0,15,28,1558,10,4,65,44,32,74,37,4,44,1
MES,07-08-2025,C,MCH-010,OP-0071,ACP-111,LOT-193845,123,114,36,3,0,3447,10,4,62,68,26,48,98,3,0,0
MES,17-10-2025,A,MCH-015,OP-0139,ACP-108,LOT-117295,72,70,3,17,35,3615,9,3,54,55,29,79,38,2,2,0
MES,01-11-2025,B,MCH-013,OP-0126,ACP-113,LOT-847916,79,74,1,7,3,3673,9,4,76,52,31,72,69,6,19,1
MES,14-11-2025,B,MCH-009,OP-0049,ACP-108,LOT-256825,111,101,63,29,40,1892,9,3,70,60,36,40,41,2,2,0
MES,27-09-2025,A,MCH-013,OP-0137,ACP-113,LOT-617092,77,72,26,16,39,3946,12,4,69,63,25,55,69,3,19,0
