source_system,prod_date,shift_code,machine_id,operator_id,product_code,batch_id,planned_units,good_units,downtime_min,changeover_min,overtime_min,speed_rpm,pressure_bar,vibration_mm_s,oil_temp_c,torque_nm,ambient_temp_c,ambient_humidity_pct,actual_cycle_time_sec,scrap_pct,rework_min,defect_flag
QMS,01-12-2025,A,MCH-001,OP-0069,ACP-119,LOT-131242,95.00,93.00,7.10,20.60,0.00,3438.00,9.76,3.18,72.30,66.70,27.20,63.20,95.48,1.02,4.90,0
QMS,19-12-2025,C,MCH-021,OP-0002,ACP-104,LOT-738500,84.00,77.00,31.80,12.10,11.00,2420.00,10.45,3.26,65.10,53.30,29.40,46.50,83.67,3.47,5.70,0
QMS,17-10-2025,A,MCH-022,OP-0066,ACP-118,LOT-362012,124.00,115.00,52.10,4.40,44.00,3232.00,9.50,2.99,81.70,34.60,28.80,78.80,58.20,2.02,11.80,0
QMS,14-10-2025,B,MCH-005,OP-0122,ACP-120,LOT-953859,95.00,84.00,46.20,3.90,0.00,3731.00,10.93,3.08,51.10,40.20,35.60,81.90,103.10,5.76,0.00,0
QMS,28-09-2025,C,MCH-019,OP-0128,ACP-104,LOT-506146,107.00,97.00,39.10,16.00,62.00,4121.00,11.06,3.09,69.60,80.10,26.90,36.80,85.38,4.64,29.00,1
QMS,19-08-2025,A,MCH-006,OP-0050,ACP-112,LOT-412987,90.00,86.00,2.10,10.20,0.00,2466.00,9.16,2.74,63.20,41.90,26.80,36.90,55.42,4.18,19.00,0
QMS,27-10-2025,B,MCH-011,OP-0126,ACP-108,LOT-210350,79.00,73.00,41.00,15.60,0.00,3154.00,9.18,5.26,65.90,55.20,31.50,64.10,41.17,1.20,11.30,0
QMS,03-08-2025,C,MCH-019,OP-0056,ACP-119,LOT-216253,110.00,109.00,8.00,6.30,7.00,3148.00,10.49,3.80,50.60,62.70,37.50,75.70,99.57,0.43,14.50,0
QMS,07-07-2025,A,MCH-005,,ACP-115,LOT-766112,76.00,73.00,7.10,10.00,33.00,3681.00,11.64,2.28,79.50,48.30,29.70,74.70,45.91,2.17,8.40,0
QMS,19-08-2025,A,MCH-011,OP-0165,ACP-102,LOT-965037,124.00,116.00,29.90,12.00,50.00,3267.00,11.01,3.90,55.40,23.50,26.80,36.90,80.05,3.57,46.60,1
QMS,23-07-2025,A,MCH-009,OP-0002,ACP-119,LOT-456439,73.00,66.00,8.50,21.10,35.00,1930.00,8.81,4.33,72.10,37.20,37.10,82.50,93.97,8.15,46.40,1
QMS,15-11-2025,A,MCH-007,OP-0160,ACP-107,LOT-613162,117.00,111.00,14.50,29.00,83.00,4037.00,9.48,1.66,63.00,40.60,33.70,55.60,64.42,3.58,21.00,0
QMS,05-08-2025,A,MCH-010,OP-0022,ACP-114,LOT-959213,51.00,44.00,32.80,0.90,28.00,3263.00,8.90,4.38,65.50,34.90,38.00,48.80,58.24,5.07,22.20,1
QMS,01-09-2025,B,MCH-003,OP-0074,ACP-112,LOT-940074,88.00,83.00,35.10,10.10,3.00,2582.00,11.42,,73.30,69.10,32.20,67.10,56.43,1.03,0.20,0
QMS,30-09-2025,B ,MCH-012,OP-0106,ACP-107,LOT-719307,85.00,81.00,11.30,7.60,20.00,1447.00,10.27,3.59,79.10,61.60,37.70,67.00,63.27,3.57,0.00,0
QMS,26-10-2025,C,MCH-005,OP-0068,ACP-112,LOT-847513,124.00,118.00,21.00,14.80,0.00,3956.00,8.70,5.04,56.00,66.90,25.60,60.30,54.71,2.86,36.30,1
QMS,04-08-2025,B,MCH-007,OP-0044,ACP-119,LOT-565187,76.00,68.00,38.30,25.80,51.00,3973.00,9.32,4.35,64.30,41.20,24.70,46.80,94.03,4.00,46.40,1
QMS,20-12-2025,B,MCH-008,OP-0143,ACP-117,LOT-541738,80.00,77.00,2.10,12.70,0.00,2144.00,8.76,2.65,70.50,49.20,31.20,36.40,65.68,3.45,16.10,0
QMS,27-07-2025,A,MCH-011,OP-0077,ACP-120,LOT-494428,50.00,46.00,16.90,6.10,0.00,3068.00,9.36,3.32,67.60,64.30,24.50,44.60,96.12,4.57,56.10,1
QMS,22-07-2025,B,MCH-001,OP-0132,ACP-101,LOT-179703,51.00,49.00,7.20,22.10,17.00,3526.00,10.42,4.85,75.60,30.80,33.80,37.90,85.50,2.13,17.00,0
QMS,03-08-2025,C,MCH-001,OP-0001,ACP-112,LOT-646361,92.00,88.00,10.80,9.40,0.00,3561.00,9.12,2.59,81.60,74.10,37.50,75.70,64.29,2.93,30.10,1
QMS,26-07-2025,A,MCH-022  ,OP-0025,ACP-115,LOT-369332,56.00,52.00,15.10,10.30,35.00,3219.00,9.90,2.68,62.00,65.80,30.50,69.10,48.94,3.12,0.00,0
QMS,31-07-2025,C,MCH-022,OP-0091,ACP-107,LOT-745386,73.00,62.00,67.80,17.90,32.00,3117.00,10.14,3.50,60.50,57.00,24.60,80.70,74.40,3.26,13.20,0
QMS,06-12-2025,B,MCH-013,OP-0072,ACP-112,LOT-729279,125.00,125.00,2.00,1.40,47.00,3418.00,7.70,2.90,73.00,44.50,35.20,36.50,57.20,0.00,1.30,0
QMS,09-11-2025,B,MCH-002,OP-0158,ACP-117,LOT-391240,69.00,63.00,14.40,2.00,42.00,3598.00,7.93,6.14,57.30,36.10,38.70,84.20,70.82,6.26,2.50,0
QMS,07-07-2025,B,MCH-019,OP-0090,ACP-120,LOT-760724,124.00,119.00,1.00,1.80,30.00,3316.00,9.27,4.81,72.30,60.10,29.70,74.70,102.43,3.96,30.70,1
QMS,04-11-2025,A,MCH-019,OP-0155,ACP-106,LOT-255230,80.00,76.00,23.20,9.00,19.00,3342.00,8.82,,67.50,70.30,25.00,44.40,79.31,1.27,16.50,0
QMS,14-08-2025,B,MCH-010,OP-0086,ACP-117,LOT-326364,122.00,116.00,29.50,22.30,46.00,3421.00,10.25,4.64,66.50,56.40,30.00,76.80,68.99,1.53,9.40,0
QMS,18-07-2025,A,MCH-003,OP-0113,ACP-110,LOT-714916,74.00,70.00,34.40,5.20,22.00,2658.00,9.42,3.43,74.40,59.70,30.10,62.90,56.63,0.00,0.10,0
QMS,01-10-2025,B,MCH-022,OP-0019,ACP-107,LOT-676594,108.00,104.00,23.50,6.70,71.00,3190.00,10.59,0.78,63.60,60.00,32.10,74.10,66.27,0.84,0.00,0
QMS,23-12-2025,C,MCH-021,OP-0066,ACP-109,LOT-888804,57.00,52.00,20.10,13.70,53.00,2732.00,10.35,3.59,97.60,54.10,28.60,66.80,85.28,4.69,50.90,1
QMS,24-01-2026,B,MCH-010,OP-0114,ACP-101,LOT-192557,102.00,92.00,35.30,2.60,12.00,3151.00,10.75,1.82,65.30,58.00,37.30,57.40,74.27,5.45,7.00,1
QMS,17-07-2025,A,MCH-009,OP-0053,ACP-105,LOT-732260,73.00,66.00,33.80,7.20,63.00,1843.00,9.22,1.28,61.30,70.40,38.20,52.20,89.05,3.66,53.90,1
QMS,21-10-2025,B,MCH-009,OP-0115,ACP-112,LOT-292163,116.00,106.00,48.30,11.60,75.00,1915.00,9.56,4.57,88.40,58.90,27.40,72.50,70.75,3.81,10.20,0
QMS,15-10-2025,A,MCH-013,OP-0101,ACP-116,LOT-408502,83.00,81.00,0.80,17.70,96.00,3486.00,12.01,1.83,67.80,53.70,32.10,71.40,71.45,2.65,7.20,0
QMS,31-07-2025,C,MCH-016,OP-0142,ACP-111,LOT-210285,82.00,79.00,1.10,21.40,62.00,1177.00,8.65,2.29,58.40,42.40,24.60,80.70,70.67,3.49,1.80,0
QMS,06-11-2025,B,MCH-012,OP-0124,ACP-116,LOT-381549,100.00,91.00,6.10,10.40,0.00,1695.00,10.54,2.57,66.50,62.00,27.40,83.00,72.72,7.88,28.90,1
