source_system,prod_date,shift_code,machine_id,operator_id,product_code,batch_id,planned_units,good_units,downtime_min,changeover_min,overtime_min,speed_rpm,pressure_bar,vibration_mm_s,oil_temp_c,torque_nm,ambient_temp_c,ambient_humidity_pct,actual_cycle_time_sec,scrap_pct,rework_min,defect_flag
ERP,03-10-2025,A,MCH-002,OP-0131,ACP-112,LOT-430930,60,57,15.7,9.8,22,3491,9.81,2.67,,54.1,27,80.9,65.63,2.04,4.2,0
ERP,13-12-2025,C,MCH-013,OP-0171,ACP-101,LOT-493639,114,111,10.9,24.9,85,3558,12.8,3.63,51.2,74.5,28.4,72.3,65.64,1.57,10.2,0
ERP,22-11-2025,C,MCH-018,OP-0008,ACP-102,LOT-888211,120,118,14.1,5.7,7,3522,10.33,4.28,69.6,56.6,33.9,50.1,70.98,0.48,5.6,0
ERP,31-08-2025,C,MCH-007,OP-0008,ACP-108,LOT-438694,101,93,45.4,12.4,3,3618,10.58,3.85,64.9,52.9,32.2,78.1,42.56,2.48,6.8,0
ERP,17-12-2025,B,MCH-004,OP-0077,ACP-111,LOT-378794,114,103,41.2,20.4,68,3727,8.25,3.61,63.8,66.1,34.6,74,85.28,5.4,31.6,1
ERP,03-09-2025,C,MCH-007,OP-0062,ACP-114,LOT-483684,61,53,54.3,12.1,67,3846,8.19,2.51,65.2,46.2,38.6,84.1,61.33,2.65,4.2,0
ERP,27-09-2025,B,MCH-007,OP-0143,ACP-114,LOT-848875,112,107,22.3,16.9,62,3831,8.93,1.94,63,80,24.9,55,51.25,1.93,0,0
ERP,22-08-2025,C,MCH-021,OP-0082,ACP-103,LOT-648052,117,111,22.7,19.7,12,2603,8.36,2.16,68.5,72.7,25.4,75.5,38.1,2.28,15.1,0
ERP,19-11-2025,B,MCH-004,OP-0091,ACP-115,LOT-124114,111,108,3.1,16.9,65,3650,10.03,3.19,68.1,31.1,36.8,54.1,52.27,2.43,0,0
ERP,03-09-2025,C,MCH-017,OP-0092,ACP-117,LOT-277685,51,44,37.1,4.6,37,3533,8.87,4.36,72.2,41.6,38.6,84.1,67.47,4.51,11.9,0
ERP,09-07-2025,A,MCH-022,OP-0169,ACP-116,LOT-597398,100,97,11.6,0.6,0,3129,7.86,3.97,,49,24.6,84.7,93.78,1.91,7.1,0
ERP,07-06-2025,A,MCH-016,OP-0180,ACP-109,LOT-381104,104,98,31,24,41,1210,10.84,3.73,67.8,43.3,34,46.3,86.48,1.61,0,0
ERP,27-10-2025,A,MCH-001,OP-0023,ACP-102,LOT-610491,107,103,1.6,15.1,2,3253,,2.99,68.4,36.4,31.5,64.1,65.82,3.94,39.6,1
ERP,20-10-2025,C,MCH-002,OP-0057,ACP-115,LOT-493293,81,77,8.4,29.1,0,3495,9.84,2.37,64.8,38.1,30.5,76,54.51,3.05,11.4,0
ERP,01-08-2025,A,MCH-020,OP-0059,ACP-109,LOT-212029,60,56,17.9,13.7,19,2635,8.96,3.29,61.2,47.6,34.6,42,88.96,3.13,5.9,0
ERP,18-01-2026,A,MCH-002,OP-0004,ACP-116,LOT-807586,113,101,63.7,18.3,32,3377,10.09,5.44,67.4,46.1,38,73.7,83.84,3.4,0,0
ERP,30-08-2025,B,MCH-003,OP-0061,ACP-115,LOT-664288,79,76,1.7,16.5,23,2375,10,1.23,60.5,66.5,35.9,59,47.1,3.41,0,0
ERP,18-11-2025,B,MCH-021,OP-0112,ACP-101,LOT-561037,51,47,20.6,17.2,0,2577,10.24,3.48,71,64.4,33.6,74.4,78.43,1.97,0,0
ERP,15-01-2026,B,MCH-002,OP-0086,ACP-106,LOT-719834,107,100,25.2,23.4,15,3873,9.14,3.6,65,53.3,29.5,41.6,69.4,3.52,1.1,0
ERP,13-08-2025,A,MCH-012,OP-0106,ACP-115,LOT-617889,50,41,61.8,13.4,0,1462,9.2,4.6,86.4,52.8,32.5,53.9,46.81,2.16,5.2,0
ERP,18-10-2025,B,MCH-006,OP-0003,ACP-106,LOT-487263,64,62,8.5,6.5,5,2367,8.98,2.95,72.2,43.3,33.8,61.4,75.02,1.62,10.7,0
ERP,12-11-2025,A,MCH-013,OP-0077,ACP-117,LOT-869684,97,94,15.8,7.6,54,3356,8.67,1.39,67.6,62.8,31.1,58.7,75.13,1.5,11.5,0
ERP,08-09-2025,C,MCH-001,OP-0146,ACP-103,LOT-524200,90,77,53.5,13,35,3179,11.84,2.32,74.1,36.7,29.4,71.5,42.21,6.89,37.4,1
ERP,15-10-2025,A,MCH-013,OP-0140,ACP-105,LOT-867377,91,81,14.9,5.4,34,3877,6.7,2.89,62.6,49.4,32.1,71.4,87.38,8.69,37.9,1
ERP,12-01-2026,B,MCH-014,OP-0082,ACP-101,LOT-757945,88,85,16.6,12.8,35,1814,8.29,3.38,82.1,43.8,26,38.6,78.91,1.49,9.7,0
ERP,20-12-2025,A,MCH-019,OP-0083,ACP-105,LOT-633464,67,64,13.6,4,0,3709,9.76,4.46,,83.6,31.2,36.4,84.43,2.67,0,0
ERP,17-09-2025,A,MCH-016,OP-0049,ACP-115,LOT-234596,74,69,19.5,4.8,21,1261,8.68,4.84,68.1,55.3,26.4,80.4,49.44,3.8,8.3,0
ERP,16-10-2025,A,MCH-011,OP-0094,ACP-108,LOT-884604,85,78,40.5,31.1,0,2813,9.76,2.45,76.1,72.2,26.7,57.1,41.77,2.65,10.8,0
ERP,08-04-2025,A,MCH-022,OP-0120,ACP-106,LOT-792604,47,41,33.3,22.1,0,3325,8.01,2.75,80,55.9,24.7,46.8,72.34,4.28,23.3,1
ERP,28-10-2025,B,MCH-013,OP-0155,ACP-109,LOT-909109,56,53,5,9.1,43,3729,7.4,1.91,80.4,64.5,31.8,54.8,85.09,5.08,47.4,1
ERP,12-11-2025,C,MCH-001 ,OP-0071,ACP-117,LOT-178060,72,65,15.5,18.1,45,3311,9.2,3.37,77.1,52.9,31.1,58.7,65.38,7.29,51.2,1
ERP,11-10-2025,B,MCH-012,OP-0078,ACP-119,LOT-888970,103,96,7,6.6,0,1595,10.87,2.8,53.8,45.3,30.6,73,85.58,5.98,25.2,1
ERP,06-01-2026,B,MCH-013,OP-0106,ACP-105,LOT-248973,57,51,37.1,14.5,35,3786,9.95,2.52,63.8,38.3,31,81.1,75.31,3,3.5,0
ERP,13-01-2026,A,MCH-003,OP-0084,ACP-118,LOT-837594,71,65,30.1,2,0,2631,10.58,3.32,70.3,34.2,30.6,84.5,78.82,3.39,10.4,0
ERP,26-10-2025,B,MCH-007,OP-0143,ACP-117,LOT-750120,112,110,17.3,2.5,0,3892,11.12,4.68,60,57.2,25.6,60.3,74.27,0.19,0,0
ERP,07-09-2025,B,MCH-001,OP-0015,ACP-115,LOT-141762,64,61,17.4,15.5,62,3370,10.46,1.13,52.3,79.4,29.8,47.3,48.81,1.51,0,0
ERP,14-11-2025,C,MCH-021,OP-0035,ACP-118,LOT-908124,89,84,1.5,14,49,2531,8.76,2.84,50.5,36.4,36.3,39.7,70.21,5.2,41.5,1
ERP,19-11-2025,C,MCH-020,OP-0116,ACP-112,LOT-268420,93,86,21,18.8,0,3167,9.21,3.88,75.5,47.4,36.8,54.1,52.8,4.25,0.8,0
ERP,08-09-2025,A,MCH-003,OP-0033,ACP-119,LOT-610568,119,111,39,1.4,0,2263,8.45,5.07,,62.7,29.4,71.5,112.62,2.32,18,0
ERP,07-07-2025,A,MCH-001,OP-0039,ACP-112,LOT-491274,53,44,50.1,12.3,61,3462,9.28,4.61,64.6,50.6,29.7,74.7,65.06,4.43,16.6,0
ERP,08-08-2025,C,MCH-012,OP-0115,ACP-116,LOT-346085,123,117,9.4,2.1,44,1517,8.85,5.57,53,71.2,24.9,56.5,84.02,4.25,3.8,0
ERP,23-08-2025,A,MCH-017,OP-0110,ACP-106,LOT-763873,90,84,33.8,5.2,19,3598,10,4.16,70.1,60.7,37,39.5,76.72,1.58,9.1,0
ERP,30-09-2025,C,MCH-010,OP-0041,ACP-102,LOT-409556,50,42,36.6,2.2,71,2998,8.53,4.06,68.8,22.4,37.7,67,60.57,5.91,24.8,1
ERP,15-12-2025,B,MCH-002 ,OP-0043,ACP-109,LOT-987566,72,68,25.9,4.7,0,3543,9.18,4.17,78.8,52.8,37.2,45.8,81.87,1.52,6.2,0
ERP,27-08-2025,C,MCH-005,OP-0006,ACP-107,LOT-901188,54,48,35.3,26.4,21,3531,10.83,1.87,70.6,62.1,36.6,44.4,66.03,2.1,15,0
ERP,26-12-2025,c,MCH-007,OP-0045,ACP-104,LOT-677067,103,101,12.1,3.3,72,3402,10.81,1.77,73.7,52.8,34.6,58.8,78.25,0.43,6.3,0
ERP,16-11-2025,B,MCH-006,OP-0101,ACP-111,LOT-516248,79,78,2.9,12.3,5,2247,10.31,1.76,70.1,58.7,35.7,78.8,108.42,0.79,2.1,0
ERP,05-11-2025,B,MCH-006,OP-0072,ACP-118,LOT-517276,50,48,12.9,2.6,0,2337,8.37,4.42,49.7,45.8,32.9,74.8,65.41,1.6,0,0
ERP,11-08-2025,B,MCH-017,OP-0029,ACP-113,LOT-884342,104,93,18.8,0.7,0,3547,13.13,3.59,56.9,64.6,32,73.8,72.32,7.88,17.6,1
ERP,12-08-2025,A,MCH-015,OP-0102,ACP-105,LOT-995289,119,116,6.4,8.2,38,3431,9.23,3.01,84.2,45.6,37.7,73.6,105,1.59,17.9,0
ERP,04-12-2025,A,MCH-005,OP-0171,ACP-111,LOT-837584,107,105,8.5,3.1,31,3432,10.07,3.28,66.7,21.5,27,52.4,102.32,1.16,15.6,0
ERP,26-11-2025,C,MCH-002,OP-0049,ACP-110,LOT-645189,67,63,16.6,3.6,47,3646,9.27,4.39,,41,30.4,67.9,55.5,3.32,56.5,1
ERP,02-08-2025,A,MCH-022,OP-0041,ACP-111,LOT-347796,121,119,3.6,22.4,0,3048,9.52,2.55,70.8,48.4,28.5,68.9,84.11,1.27,1.9,0
ERP,15-09-2025,B,MCH-022,OP-0068,ACP-114,LOT-260340,72,66,30.9,6.8,18,3176,6.88,4.92,86.3,53.2,33.2,49.5,49.24,2.53,2.8,0
ERP,05-12-2025,B,MCH-008,OP-0069,ACP-102,LOT-181886,48,43,21.7,8.4,20,1888,10.18,2.17,76.9,36.7,33.4,78.3,82.44,5.16,2.6,0
ERP,02-11-2025,A,MCH-010,OP-0005,ACP-119,LOT-500938,96,93,6.1,0.9,0,3159,8.53,3.03,79.4,51.3,31.2,68.9,94.41,2.23,0,0
ERP,09-09-2025,B,MCH-016,OP-0133,ACP-111,LOT-699765,90,86,20.7,15.5,0,1297,11.13,2.8,75.8,58.2,29.9,72.7,79.48,1.34,0,0
ERP,06-01-2026,B,MCH-011,OP-0041,ACP-114,LOT-282484,108,100,13.9,25.1,44,2959,10.19,2.51,72.4,68.6,31,81.1,50.11,5.95,12.4,1
ERP,05-10-2025,B,MCH-015,OP-0039,ACP-105,LOT-604229,100,97,20,25,0,3672,11.43,2.93,68,24.8,33.3,77.4,77.76,0.88,6.2,0
ERP,14-01-2026,A,MCH-016,OP-0038,ACP-101,LOT-706232,82,77,31.9,9.6,38,1154,9.06,,80.7,40.3,28.5,38.7,69.44,0.92,0,0
ERP,12-10-2025,C,MCH-018,OP-0131,ACP-108,LOT-836591,72,68,1.3,17.6,2,3632,8.72,4.05,63.3,71.2,38.2,41.4,41.86,5.56,29.4,1
ERP,13-08-2025,B,MCH-005,OP-0076,ACP-118,LOT-691989,78,73,11.9,15.6,0,3696,10.82,2.4,51.9,52.5,32.5,53.9,66.1,5,19.9,1
ERP,13-12-2025,B,MCH-016,OP-0077,ACP-105,LOT-623072,126,114,27.1,6.9,10,1231,10.27,2.61,66.6,40.2,28.4,72.3,75.23,7.07,35.6,1
ERP,18-11-2025,A,MCH-010,OP-0109,ACP-116,LOT-253440,73,66,45.5,12.3,40,3354,10.49,1.42,68.1,59.1,33.6,74.4,87.17,1.97,11.4,0
ERP,20-01-2026,C,MCH-018,OP-0113,ACP-109,LOT-579679,64,62,13.3,5.6,32,3306,9.55,5.04,66.4,58.4,33.6,79.1,80.66,0,0.9,0
ERP,27-12-2025,C,MCH-011,OP-0142,ACP-118,LOT-680821,94,89,13.5,1.3,0,3023,8.51,1.22,61.9,20.4,25,57.5,70.22,3.61,0,0
ERP,21-11-2025,C,MCH-021,OP-0022,ACP-105,LOT-984852,116,114,6.3,15.6,0,2467,8.74,2.31,57.3,54.7,29.2,79.2,85.22,0.82,0,0
ERP,23-11-2025,A,MCH-004,OP-0009,ACP-111,LOT-491697,69,63,6.5,21.8,0,3618,10.66,4.67,62.3,43.7,34.1,73.5,88.08,7.13,69.1,1
ERP,21-08-2025,C,MCH-013,OP-0172,ACP-119,LOT-964202,90,86,5,16.7,45,3755,10.39,2.88,64.5,52.6,38.5,60.9,98.33,3.29,11,0
ERP,24-08-2025,B,MCH-006,OP-0059,ACP-118,LOT-856255,103,99,16.7,17.9,24,2209,10.4,3.74,74.2,54.4,34.6,54.8,76.36,1.9,13.5,0
ERP,02-08-2025,C,MCH-021,OP-0038,ACP-102,LOT-104066,86,81,32.1,6.6,27,2566,9.29,2.15,,64,28.5,68.9,80.7,1.7,16.2,0
ERP,11-10-2025,B,MCH-018,OP-0092,ACP-103,LOT-155630,75,69,7,18,1,3373,8.41,1.49,72.7,64.4,30.6,73,38.76,6.2,64,1
ERP,28-12-2025,B,MCH-017,OP-0024,ACP-118,LOT-469891,53,50,5.7,3.3,75,3166,9.16,2.93,58.4,69.4,31.2,67,69.49,3.41,24.4,0
ERP,25-07-2025,A,MCH-017,OP-0122,ACP-119,LOT-938871,51,46,8.9,22.6,31,3462,8.92,4.48,64.5,60.4,30.4,76.7,95.87,8.58,16.5,1
ERP,14-10-2025,B,MCH-020,OP-0032,ACP-116,LOT-515297,51,50,2.8,10.6,9,3250,11.57,1.44,77.8,66.2,35.6,81.9,90.82,1.56,0,0
ERP,19-09-2025,A,MCH-010,OP-0102,ACP-104,LOT-199179,77,67,35.8,1.8,35,2992,11.04,2.85,67.3,37,38.6,48.3,85.18,7.53,43.9,1
ERP,06-08-2025,B,MCH-006,OP-0044,ACP-105,LOT-521243,98,92,28.8,26.5,29,2033,9.14,2.34,72.4,67.8,36.6,83.2,83.44,1.94,17.9,0
