source_system,prod_date,shift_code,machine_id,operator_id,product_code,batch_id,planned_units,good_units,downtime_min,changeover_min,overtime_min,speed_rpm,pressure_bar,vibration_mm_s,oil_temp_c,torque_nm,ambient_temp_c,ambient_humidity_pct,actual_cycle_time_sec,scrap_pct,rework_min,defect_flag
QMS,28-11-2025,A,MCH-012,OP-0143,ACP-102,LOT-163387,114,106,52.3,6.3,20,1509,9.18,2.92,65,55.3,31.6,36.2,66.03,1.69,1.6,0
QMS,02-10-2025,B,MCH-009,OP-0121,ACP-113,LOT-894865,47,45,2,9,67,1878,9.1,3.31,42.7,50.5,33.4,45.5,67.48,4.15,4.1,0
QMS,31-01-2026,A,MCH-020,OP-0108,ACP-106,LOT-632237,60,58,6.4,7.6,0,3065,10.12,3.22,68.6,66.2,31.4,47.3,71.56,1.69,8.2,0
QMS,16-11-2025,A,MCH-015,OP-0171,ACP-112,LOT-154013,48,40,39.6,37.1,84,3606,8.73,4.75,81.5,38.5,35.7,78.8,55.02,5.77,44.1,1
QMS,20-10-2025,C,MCH-015,OP-0097,ACP-104,LOT-667540,129,122,14.4,3.6,48,3315,11.18,2.19,71.4,63,30.5,76,95.22,3.69,32.5,1
QMS,28-07-2025,B,MCH-017,OP-0165,ACP-109,LOT-348934,109,101,28.9,10.2,0,3197,9.49,4.1,74.1,76.4,32,43.8,86.1,4.31,1.8,0
QMS,15-01-2026,B,MCH-006,OP-0008,ACP-108,LOT-155776,125,121,34.7,0.5,10,2203,11.7,3.2,66.8,62.8,29.5,41.6,45.56,0,15.7,0
QMS,04-09-2025,B,MCH-020,OP-0056,ACP-106,LOT-743671,71,66,22.7,30.4,26,3473,8.71,4.83,67.4,63.7,34.6,55.6,75.35,2.62,29.1,1
QMS,16-07-2025,A,MCH-022,OP-0029,ACP-115,LOT-477395,56,51,19.8,10.3,29,3429,10.95,1.54,67.7,53,25.5,81.9,49.3,5.23,7.8,1
QMS,02-12-2025,C,MCH-009,OP-0053,ACP-103,LOT-127341,68,59,32.7,0.6,0,1826,9.53,2.97,64.3,38.7,35.2,59.8,37.61,6.57,48.4,1
QMS,23-01-2026,B,MCH-018,OP-0070,ACP-110,LOT-801059,82,80,3.6,27.3,0,3520,9.14,3.53,67.4,26.8,33.2,70.6,55.86,2.25,19.8,0
QMS,16-01-2026,A,MCH-008,OP-0069,ACP-112,LOT-529806,117,114,14.9,18.3,0,1920,10.29,3.08,67.2,57.9,27.5,76.4,60.6,1.2,22.5,0
QMS,27-10-2025,C,MCH-015,OP-0145,ACP-120,LOT-576057,109,99,56.2,11.7,76,3695,9.95,1.24,72.8,51,31.5,64.1,94.58,3.08,0,0
QMS,18-10-2025,C,MCH-002,OP-0159,ACP-109,LOT-226992,109,100,43.6,11.8,0,3427,10.42,2.32,67.2,37.3,33.8,61.4,86.72,3.6,26.6,1
QMS,25-09-2025,B,MCH-015,OP-0103,ACP-107,LOT-766826,96,91,8.5,12.4,0,3471,9.03,2.09,77.2,72.6,24.7,46.2,77.07,3.67,1.5,0
QMS,25-07-2025,B,MCH-004,OP-0037,ACP-108,LOT-771407,79,67,33.5,22.8,0,3404,8.1,5.32,87.3,46.7,30.4,76.7,37.84,9.85,42.6,1
QMS,14-01-2026,B,MCH-008,OP-0054,ACP-112,LOT-392429,111,109,12.8,24.6,2,1998,10.52,3.22,64.4,53.6,28.5,38.7,55.44,0,0,0
QMS,22-09-2025,C,MCH-008,OP-0137,ACP-106,LOT-965557,46,38,54.8,13.4,0,2052,9.06,1.88,83.5,54.3,38,41.8,71.33,3.1,8.9,0
QMS,28-07-2025,B,MCH-013,OP-0005,ACP-119,LOT-534327,49,46,3.6,5.8,14,3620,9.86,4,74,61.1,32,43.8,97.55,4.81,20.4,0
QMS,31-01-2026,C,MCH-007,OP-0053,ACP-114,LOT-160162,126,122,8.2,12.4,62,4009,10.48,2.6,63.3,58.2,31.4,47.3,49.82,2.69,0,0
QMS,10-07-2025,C,MCH-001,OP-0172,ACP-107,LOT-967633,71,69,6,4.3,0,3258,9.97,4.65,81,40.6,30.9,78.6,72.15,1.53,13.3,0
QMS,22-08-2025,B,MCH-002,OP-0094,ACP-119,LOT-604133,122,114,25.2,3.2,1,3162,9.58,2.14,73.8,34.5,25.4,75.5,80.61,4.18,26.1,1
QMS,13-08-2025,B,MCH-014,OP-0099,ACP-110,LOT-555050,105,100,15.7,17,46,1778,9.19,1.82,,51.2,32.5,53.9,63.52,2.67,16.8,0
QMS,20-12-2025,A,MCH-003,OP-0083,ACP-106,LOT-248048,117,113,0.7,27.4,78,2658,11,2.45,47.3,47.8,31.2,36.4,74.59,3.04,7.9,0
QMS,09-12-2025,B,MCH-004,OP-0159,ACP-111,LOT-252042,65,63,14.9,12.1,50,3358,10.65,3.69,74,61.2,25.7,37.5,106.5,0.75,7.7,0
QMS,31-10-2025,B,MCH-007,OP-0133,ACP-104,LOT-773178,105,99,23.2,8.6,0,3929,11.07,3.69,67.5,43.5,38.9,47.3,79.96,3.39,12.8,0
QMS,14-10-2025,C,MCH-003,OP-0065,ACP-103,LOT-734251,63,57,36.9,0.5,24,2398,8.58,4.72,71.8,55.4,35.6,81.9,41.27,2.46,22.8,0
QMS,16-01-2026,C,MCH-007,OP-0122,ACP-110,LOT-794577,93,92,5.4,26.9,68,3662,9.09,5.48,73.6,63.6,27.5,76.4,58.92,0,6,0
QMS,10-08-2025,A,MCH-018,OP-0121,ACP-111,LOT-980095,74,68,32.1,15.8,0,3348,9.38,3.85,71.9,35.3,26.3,47.7,85.58,2.91,9,0
QMS,25-10-2025,B,MCH-001,OP-0095,ACP-109,LOT-950996,115,113,16.5,14.5,22,3520,10.18,2.28,72.4,56.9,26.8,60.1,86.15,0,8.3,0
QMS,16-08-2025,A,MCH-014,OP-0018,ACP-120,LOT-707991,129,119,62.1,14.3,11,1884,11.65,4.19,75.2,54,24.9,35.2,98.93,1.48,0,0
QMS,22-12-2025,B,MCH-014,OP-0106,ACP-116,LOT-257183,80,71,48.1,22,96,1870,9.86,3.18,65.7,45.7,28.1,70.5,87.29,3.9,0.2,0
QMS,26-08-2025,C,MCH-012,OP-0067,ACP-116,LOT-296900,101,95,27.5,8.5,34,1656,9.33,3.14,83.8,32.5,38.6,53.6,90.79,2.6,0,0
QMS,11-11-2025,A,MCH-006 ,OP-0112,ACP-101,LOT-215818,100,96,19.8,18.5,43,2331,10.07,2.99,73.6,24.2,37.5,66.9,83.53,1.12,10.7,0
QMS,30-01-2026,A,MCH-015,OP-0141,ACP-107,LOT-524931,45,40,20.5,8.9,62,3425,8.3,1.88,61.4,47.9,31.2,42.7,65.67,5.63,35.5,1
QMS,28-07-2025,B,MCH-010,OP-0149,ACP-111,LOT-560033,68,65,18.2,5.2,0,3333,7.48,2.13,71.2,54.5,32,43.8,78.09,1.52,3.6,0
QMS,30-07-2025,A,MCH-019,OP-0167,ACP-101,LOT-153375,52,48,15.7,3.1,42,3707,8.5,1.64,58.7,57.1,38.4,48.2,89.61,3.63,10,0
QMS,21-10-2025,B,MCH-016,,ACP-119,LOT-614882,128,124,21.2,1.8,0,1172,9.34,0.98,75.3,45.4,27.4,72.5,85.41,1.2,0,0
QMS,23-07-2025,C,MCH-016,OP-0076,ACP-108,LOT-131745,99,90,56.3,4.7,0,1170,10.27,3.39,58.9,66.3,37.1,82.5,41.13,1.52,5.1,0
QMS,14-10-2025,B,MCH-006,OP-0079,ACP-120,LOT-952249,51,48,7.9,28.1,8,2365,11.03,4.86,66.6,64.9,35.6,81.9,82.78,4.12,34.5,1
QMS,27-08-2025,A,MCH-004,OP-0041,ACP-114,LOT-127682,59,50,47.3,23,14,3359,11.26,3.59,65.4,46.8,36.6,44.4,52.92,5.97,35.3,1
QMS,30-12-2025,B,MCH-015,OP-0114,ACP-108,LOT-529988,110,100,6.6,9,34,3583,10.79,3.91,75.5,49.4,35.2,79.4,39.69,8.73,61.1,1
QMS,17-09-2025,A,MCH-010,OP-0148,ACP-120,LOT-285285,56,53,8.5,11.8,52,2859,8.36,5.54,61.1,50.3,26.4,80.4,97.07,2.8,0,0
QMS,19-01-2026,C,MCH-019,OP-0175,ACP-101,LOT-994700,67,61,20.1,13,75,3653,9.56,1.86,71.9,53.6,31.5,66.5,71.17,5.14,38.2,1
QMS,03-12-2025,B,MCH-011,OP-0006,ACP-109,LOT-383850,113,106,20.2,18.2,0,3067,11.36,4.99,55.9,57.4,26,37.8,96.49,4.1,6.5,0
QMS,12-01-2025,C,MCH-022,OP-0139,ACP-115,LOT-422207,109,107,15.5,21.9,21,3270,8.26,4.58,77.6,71.6,27.2,63.2,46.42,0,9.6,0
QMS,14-12-2025,B,MCH-005,OP-0045,ACP-102,LOT-764466,54,49,36.6,18.1,0,3749,9.81,3.1,67.7,39.6,31.9,79.3,79.06,0.08,0,0
QMS,29-09-2025,C,MCH-013,OP-0141,ACP-105,LOT-634034,72,71,5.5,1.2,0,3535,9.83,1.76,64.5,47.3,32.5,43.1,85,0.87,1.5,0
QMS,19-10-2025,C,MCH-018,OP-0043,ACP-108,LOT-386842,98,91,30.5,8.6,37,3660,10.68,3.7,69.9,54.5,34.1,72.2,38.49,3.47,0,0
QMS,23-08-2025,B,MCH-009,OP-0029,ACP-113,LOT-362622,68,59,60.3,7.7,49,1993,6.7,6.03,70.6,41.5,37,39.5,86.02,2.81,2.5,0
QMS,15-07-2025,A,MCH-001,OP-0099,ACP-103,LOT-348229,125,118,17.2,22.9,117,3564,10.47,4.28,63.6,46,29.2,65.3,41.11,3.73,22.1,0
QMS,02-09-2025,C,MCH-008,OP-0128,ACP-110,LOT-312366,116,110,22.8,13.3,14,2101,8.46,2.13,82.5,74.6,37.5,69.5,48.92,2.71,3.5,0
QMS,23-07-2025,B,MCH-013,OP-0035,ACP-118,LOT-302384,79,75,7,13.4,0,4214,10.75,,77.6,65.4,37.1,82.5,70.66,3.68,0,0
QMS,13-08-2025,B,MCH-008,OP-0018,ACP-113,LOT-661883,74,70,18.8,27.6,18,2189,8.41,2.8,53.4,57.3,32.5,53.9,71.46,2.87,0,0
QMS,21-11-2025,A,MCH-020,OP-0111,ACP-107,LOT-797576,128,123,8.3,2.8,15,3031,9.92,3.83,68.8,50.4,29.2,79.2,63.34,3.06,0,0
QMS,03-08-2025,C,MCH-007,OP-0009,ACP-107,LOT-754761,74,69,14,11.2,0,3851,7.64,1.9,65.8,41.4,37.5,75.7,58.72,5.06,49.3,1
QMS,11-01-2026,A,MCH-014,OP-0084,ACP-112,LOT-811381,78,72,25.4,24.9,39,1611,8.66,3.77,43.5,61.6,28.1,41,57.26,4.1,11.2,0
QMS,19-07-2025,A,MCH-012,OP-0080,ACP-102,LOT-426766,61,58,9.5,2.3,0,1645,10.32,2.53,69.4,62.5,36.1,49.8,82.37,2.37,9.9,0
QMS,16-11-2025,B,MCH-002,OP-0009,ACP-103,LOT-294172,79,72,2.1,14.6,38,3521,9.05,0.7,61.1,43.2,35.7,78.8,38.18,8.84,25.6,1
QMS,02-11-2025,B,MCH-005,OP-0140,ACP-120,LOT-205830,69,62,32,1.5,27,3981,10.46,3.13,66.8,58.9,31.2,68.9,97.54,3.96,14.8,0
QMS,29-10-2025,C,MCH-012,OP-0006,ACP-120,LOT-855908,123,116,12.4,9.4,33,1642,10.13,2.17,71.4,33.8,31.6,74.3,90.11,4.62,49.2,1
QMS,30-01-2026,C,MCH-004,OP-0138,ACP-118,LOT-554267,89,86,12.5,4.7,46,3456,9.62,1.74,74.7,62.9,31.2,42.7,62.84,1.35,13.1,0
QMS,18-07-2025,A,MCH-018,OP-0172,ACP-111,LOT-279097,92,83,47.7,18.1,74,3504,7.42,1.34,70.9,38.9,30.1,62.9,86.31,3.74,26.8,0
QMS,20-11-2025,B,MCH-002,OP-0037,ACP-115,LOT-440299,99,97,7.8,14.9,24,3824,9.97,2.41,48.1,63.4,33.5,84,51.73,0.92,10.2,0
QMS,19-11-2025,A,MCH-021,OP-0149,ACP-104,LOT-679435,47,44,11.8,16.6,24,2666,10.57,2.63,67.9,62.8,36.8,54.1,89.87,2.66,6.5,0
QMS,20-01-2026,C,MCH-016,OP-0043,ACP-105,LOT-418579,113,106,24.3,12.5,34,1155,10.35,3.29,52.1,73.5,33.6,79.1,85.3,3.86,45,1
QMS,04-01-2026,A,MCH-005,OP-0109,ACP-116,LOT-381962,85,75,64.8,5.1,10,3913,8.86,2.3,58.4,61.8,29.4,83.6,81.53,2.69,2.6,0
QMS,17-10-2025,C,MCH-013  ,OP-0152,ACP-119,LOT-858280,64,58,30.3,17.5,63,3213,10.05,2.04,85.2,74.9,28.8,78.8,114.32,3.41,0,0
QMS,30-01-2026,B,MCH-015,OP-0130,ACP-115,LOT-265053,122,116,16.2,14.9,0,3291,9.57,2.49,69.2,41.8,31.2,42.7,50.54,3.15,0,0
QMS,18-11-2025,B,MCH-014,OP-0129,ACP-104,LOT-554663,70,66,24.1,0.7,37,1758,9.95,3.15,52.2,38.5,33.6,74.4,90.03,1.66,27.4,0
QMS,15-07-2025,C,MCH-022,OP-0116,ACP-105,LOT-296872,76,74,8.7,20.2,12,3181,,2.95,66.4,54.1,29.2,65.3,93.6,1.27,0,0
QMS,10-08-2025,A,MCH-019,OP-0128,ACP-108,LOT-751579,96,87,44.4,19.1,43,3520,10.1,3.19,87.7,34.9,26.3,47.7,45.02,3.21,12.6,0
QMS,30-11-2025,B,MCH-020,OP-0150,ACP-103,LOT-997504,82,79,0.6,21.6,0,2948,9.21,1.83,63.3,83.3,30.9,70.6,40.14,3.94,6.9,0
QMS,03-07-2025,A,MCH-017,OP-0031,ACP-119,LOT-337108,107,106,10.5,16.3,99,3387,10.37,,49.9,68.2,31,62.6,97.28,0,5.5,0
QMS,25-11-2025,C,MCH-021,OP-0039,ACP-119,LOT-140598,97,89,52.2,2.8,45,2420,9.89,3.73,67.3,43.2,29.6,65.3,93.08,1.87,8.6,0
QMS,20-07-2025,B,MCH-011,OP-0166,ACP-108,LOT-284251,107,100,20.6,12.3,12,2868,10.89,3.5,87.9,39.5,38.6,43.5,35.24,3.95,1.5,1
QMS,27-01-2026,A,MCH-005,OP-0035,ACP-111,LOT-208512,116,110,34.4,1.6,30,3633,8.57,0.72,63.9,51.9,30.9,43.5,87.29,1.08,0,0
QMS,16-09-2025,c,MCH-005,OP-0161,ACP-101,LOT-230441,72,66,2.9,18.3,27,3453,8.5,3.24,82,51.6,24.5,74.8,64.11,7.2,27.3,1
QMS,28-08-2025,C,MCH-002,OP-0030,ACP-104,LOT-823357,46,44,3.2,24.6,40,3534,9.52,2.8,67.8,33.3,38.2,44.8,75.97,2.58,11.8,0
QMS,26-01-2026,A,MCH-002,OP-0062,ACP-114,LOT-472909,118,113,18.6,32.6,23,3540,7.88,1.53,89.8,53.4,35.9,58.4,56.81,2.26,11.5,0
QMS,15-09-2025,A,MCH-020,OP-0004,ACP-119,LOT-800928,101,97,21.7,7.9,63,3127,9.32,5.13,66.5,54.9,33.2,49.5,106.33,1.66,0,0
QMS,24-09-2025,B,MCH-012,OP-0123,ACP-116,LOT-660891,103,99,10.9,6.1,0,1449,10,1.04,66,76.1,27.5,55.1,75.47,2.68,11.2,0
QMS,17-07-2025,B,MCH-002,OP-0120,ACP-111,LOT-480772,50,45,13.6,4.1,0,3697,10.99,4.13,73.6,56.7,38.2,52.2,96.27,7.19,3.6,1
QMS,14-07-2025,B,MCH-004,OP-0158,ACP-109,LOT-738563,56,52,25.4,4.2,24,3425,9.38,1.9,62.3,64.9,26.8,48.4,83.03,0.97,0,0
QMS,21-10-2025,A,MCH-002,OP-0140,ACP-107,LOT-141711,99,95,20.4,5.8,0,3677,10.74,1.63,64.5,59.5,27.4,72.5,65.36,1.44,0,0
QMS,12-08-2025,B,MCH-014,OP-0138,ACP-116,LOT-203794,105,99,40.6,29.3,38,1748,10.02,3.13,66.8,58.4,37.7,73.6,91.97,1.04,0,0
QMS,23-12-2025,B,MCH-006,OP-0086,ACP-113,LOT-293318,95,91,19.4,14.1,54,2352,9.64,1.78,83.4,44,28.6,66.8,75.36,2.07,19,0
QMS,18-10-2025,B,MCH-010,OP-0094,ACP-114,LOT-234352,107,103,6.5,26.1,89,3215,8.7,4.51,51.2,39.6,33.8,61.4,48.48,3.41,7.1,0
QMS,14-09-2025,C,MCH-009,OP-0123,ACP-113,LOT-329575,107,107,2.1,21.2,56,2047,9.14,4.39,57.3,56.2,38,58.2,70.18,0.09,0,0
QMS,10-11-2025,A,MCH-005,OP-0030,ACP-106,LOT-675054,105,95,30.7,20.2,40,3374,9.19,2.61,82.4,47.3,31,52.6,65.82,5.7,27.8,1
QMS,11-10-2025,C,MCH-019,OP-0032,ACP-111,LOT-500078,60,53,29,17.3,45,3775,9.44,3.35,68.7,40.7,30.6,73,96.76,5.37,13.5,0
QMS,11-01-2026,B,MCH-014,OP-0039,ACP-105,LOT-918573,79,76,4.3,7.3,8,1873,9.19,3.88,58.3,54.5,28.1,41,96.38,2.86,11.2,0
QMS,05-01-2026,A,MCH-013,OP-0177,ACP-118,LOT-804859,103,100,5.3,17.5,3,3560,10.71,1.66,72.7,39.3,26.6,80.1,74.05,2.49,6.5,0
QMS,21-12-2025,B,MCH-016,OP-0048,ACP-111,LOT-773931,94,88,17.7,33.3,25,1245,9.63,4.74,67.2,70.1,26.2,82.9,89.36,4.45,9.1,0
QMS,18-01-2026,B,MCH-019,OP-0069,ACP-115,LOT-860025,55,53,8.7,13,44,3858,11.58,2.27,62.7,45.6,38,73.7,44.27,1.74,14.9,1
QMS,26-09-2025,A,MCH-009,OP-0032,ACP-107,LOT-864136,93,88,8.7,15.7,0,1745,8.79,2.91,59.5,20,26.3,77.3,62.29,4.52,10.2,0
QMS,27-01-2026,c,MCH-009,,ACP-115,LOT-104388,71,66,36.6,3.1,55,1901,10.66,2.79,64.6,64.3,30.9,43.5,48.67,1.05,6.9,0
QMS,28-11-2025,C,MCH-009,OP-0127,ACP-112,LOT-290665,46,42,19.9,9.1,35,1771,8.53,2.3,47.9,71.8,31.6,36.2,62.44,2.67,0,0
QMS,11-07-2025,C,MCH-018,OP-0156,ACP-103,LOT-180743,47,45,1.4,7.7,36,3555,9.5,2.35,62.9,50,31.8,79.5,39.38,4.28,48,1
QMS,01-10-2025,C,MCH-008,OP-0038,ACP-120,LOT-909941,93,87,25.7,29.2,0,2124,9.51,3.5,77.2,51.6,32.1,74.1,106.06,2.56,34.4,1
QMS,25-12-2025,C,MCH-015,OP-0041,ACP-113,LOT-194715,101,92,56.7,10.4,31,3363,9.55,3.66,73.8,47,32.3,61.6,77.91,1.77,0,0
QMS,05-11-2025,B,MCH-003,OP-0033,ACP-104,LOT-423343,78,68,36.3,14.4,71,2385,10.96,1.67,64,74.8,32.9,74.8,95.49,7.21,26.2,1
QMS,07-01-2026,A,MCH-020,OP-0059,ACP-111,LOT-259933,64,60,19.6,28.3,58,3125,9.88,2.9,55.6,50.4,29.9,51.6,80.93,2.52,0,0
QMS,04-12-2025,B,MCH-018,OP-0068,ACP-112,LOT-620232,116,105,54.5,19.4,36,3656,11.62,1.83,63.1,37.7,27,52.4,65.87,4.04,0,0
QMS,02-10-2025,A,MCH-003,OP-0052,ACP-117,LOT-494151,117,117,1.7,13.7,0,2591,11.16,1.83,46.8,44.2,33.4,45.5,74.75,0,15.3,0
QMS,28-07-2025,C,MCH-005,OP-0011,ACP-104,LOT-893049,105,98,40.5,14.9,10,3749,9.69,5.05,71.6,62.2,32,43.8,76.39,1.83,9.3,0
QMS,08-11-2025,B,MCH-004,OP-0134,ACP-103,LOT-683320,81,77,29.3,13.5,22,3600,10.86,2.73,72.5,65.8,24.8,80.9,41.95,0,1.7,0
QMS,07-09-2025,C,MCH-006,OP-0141,ACP-101,LOT-274400,60,54,38.3,23.1,11,2321,8.46,1.57,74.7,62.2,29.8,47.3,79.3,2.21,13.7,0
QMS,16-12-2025,A,MCH-010,OP-0028,ACP-112,LOT-876451,76,64,63.2,8,54,3338,9.7,3.52,77.1,47.4,35.4,61.6,60.76,5.26,18.3,0
QMS,14-09-2025,A,MCH-004,OP-0144,ACP-120,LOT-969472,57,54,3,9.9,0,3645,9.6,2.5,75,56.3,38,58.2,86.16,4.05,0,0
QMS,16-10-2025,A,MCH-018,OP-0048,ACP-106,LOT-591686,62,60,10.6,7.3,0,3630,10.24,3.12,68.4,36.2,26.7,57.1,65.64,0.67,16.4,0
QMS,08-09-2025,B,MCH-018,OP-0121,ACP-116,LOT-884692,126,121,15.4,23.3,29,3534,10.43,1.82,63.2,48.4,29.4,71.5,79.2,2.38,13.2,0
QMS,26-01-2026,C,MCH-003,OP-0140,ACP-117,LOT-839292,118,111,43.1,24.4,0,2300,8.85,3.02,62.8,42.1,35.9,58.4,73.95,1.39,12.2,0
QMS,29-12-2025,C,MCH-011,OP-0001,ACP-104,LOT-139749,67,62,13.6,12.9,0,2874,10.21,4.06,67.1,80.6,35.7,45.1,93.03,4.48,17.9,0
QMS,13-09-2025,B,MCH-004,OP-0069,ACP-103,LOT-551574,76,68,42.3,14.8,48,3637,11.13,4.09,74.5,45.3,30.7,44.3,37.76,3.13,24.7,0
QMS,28-01-2026,B,MCH-001,OP-0030,ACP-105,LOT-766671,89,81,31.6,28.4,6,3356,10.53,4.54,59.1,61.1,25.2,74.8,95.08,4.93,72.8,1
QMS,30-12-2025,A,MCH-001,OP-0114,ACP-107,LOT-670195,47,42,26.9,18.6,0,3522,10.18,2.63,70,67.9,35.2,79.4,67.03,2.64,12,0
QMS,03-09-2025,A,MCH-005,OP-0174,ACP-101,LOT-850528,90,87,5.2,4.5,2,3574,10.71,2.28,58.6,63.2,38.6,84.1,80.89,2.53,3.8,0
QMS,01-10-2025,B,MCH-004,OP-0022,ACP-118,LOT-412585,121,112,11.1,5.5,0,3406,7.33,3.04,71.9,44.8,32.1,74.1,67.86,6.24,29.6,1
QMS,07-07-2025,C,MCH-006,OP-0110,ACP-112,LOT-645235,122,118,7.8,15,80,2402,7.82,2.92,61.4,78.1,29.7,74.7,56.76,2.39,13.3,0
QMS,26-11-2025,A,MCH-015,OP-0076,ACP-118,LOT-582574,110,103,22.8,26.5,0,3308,11.5,2.69,84.8,45.7,30.4,67.9,79.51,3.71,0.9,0
QMS,10-12-2025,A,MCH-004,OP-0072,ACP-119,LOT-574907,68,63,21.3,17.7,43,3650,10.43,1.81,64.8,49.1,38.3,72.5,91.26,3.2,17.1,0
QMS,14-07-2025,B,MCH-013,OP-0179,ACP-102,LOT-627981,79,71,47.6,6.9,63,3559,10.08,5.4,69.7,73.8,26.8,48.4,77.65,2.49,1.7,0
QMS,01-10-2025,B,MCH-010,OP-0120,ACP-106,LOT-732476,88,85,9.7,24.3,16,3062,9.91,3.36,56.2,58.6,32.1,74.1,72.29,1.67,22.3,0
QMS,09-07-2025,A,MCH-004,OP-0106,ACP-102,LOT-630755,110,105,19.1,7.3,0,3472,9.73,1,72.3,53.1,24.6,84.7,71.01,2.12,11.6,0
QMS,19-10-2025,B,MCH-020,OP-0012,ACP-109,LOT-269970,69,62,22.7,12,67,3155,10.22,3.05,77,53.1,34.1,72.2,89.53,5.44,27.7,1
QMS,15-08-2025,c,MCH-013 ,OP-0163,ACP-111,LOT-497043,86,84,9.6,36.7,23,3952,10.07,4.14,60.2,30.3,30.7,45.7,87,1.07,0,0
QMS,06-10-2025,B,MCH-001,OP-0118,ACP-105,LOT-765194,106,103,19.2,7.5,28,3521,9.36,6.1,66.9,29.7,37,46.4,92.3,0.54,0,0
QMS,05-08-2025,C,MCH-005,OP-0097,ACP-108,LOT-454260,87,83,12.1,13.6,0,3858,10.02,3.26,59.2,58.8,38,48.8,33.35,2.77,11,0
QMS,26-07-2025,B,MCH-004,OP-0178,ACP-119,LOT-787602,69,60,51.9,15.8,22,3674,10,4.04,66,48.8,30.5,69.1,91.26,4.08,17.7,0
QMS,29-09-2025,C,MCH-009,OP-0109,ACP-120,LOT-380581,51,45,34.9,0.3,0,1900,9.15,3.58,76,41.9,32.5,43.1,96.01,2.78,0,0
QMS,12-12-2025,C,MCH-008,OP-0030,ACP-120,LOT-887289,109,100,29.8,22.5,0,1982,10.93,2.37,86,57.9,27,78.3,82.45,5.23,8.5,1
